Timestamp	Power	Income today	Measured income	Irradiation	Irradiation income today
2011-01-01 09:10:00					
2011-01-01 09:20:00					
2011-01-01 09:30:00					
2011-01-01 09:40:00	56				
2011-01-01 09:50:00	114				
2011-01-01 10:00:00	169				
2011-01-01 10:10:00	216				
2011-01-01 10:20:00	261				
2011-01-01 10:30:00	420	0.13			
2011-01-01 10:40:00	750	0.319			
2011-01-01 10:50:00	982	0.476			
2011-01-01 11:00:00	1128	0.657			
2011-01-01 11:10:00	1295	0.865			
2011-01-01 11:20:00	1383	1.086			
2011-01-01 11:30:00	1523	1.33			
2011-01-01 11:40:00	1638	1.592			
2011-01-01 11:50:00	1847	1.888			
2011-01-01 12:00:00	2042	2.216			
2011-01-01 12:10:00	2062	2.546			
2011-01-01 12:20:00	2052	2.872			
2011-01-01 12:30:00	2071	3.205			
2011-01-01 12:40:00	2118	3.545			
2011-01-01 12:50:00	2135	3.886			
2011-01-01 13:00:00	2078	4.217			
2011-01-01 13:10:00	2032	4.543			
2011-01-01 13:20:00	2014	4.865			
2011-01-01 13:30:00	1955	5.178			
2011-01-01 13:40:00	1860	5.476			
2011-01-01 13:50:00	1756	5.757			
2011-01-01 14:00:00	1664	6.023			
2011-01-01 14:10:00	1546	6.272			
2011-01-01 14:20:00	1415	6.498			
2011-01-01 14:30:00	1207	6.69			
2011-01-01 14:40:00	852	6.827			
2011-01-01 14:50:00	621	6.926			
2011-01-01 15:00:00	337	6.98			
2011-01-01 15:10:00	195	7.012			
2011-01-01 15:20:00	139	7.034			
2011-01-01 15:30:00	107	7.051			
2011-01-01 15:40:00	75	7.063			
2011-01-01 15:50:00	44	7.071			
2011-01-01 16:00:00	4	7.072			
2011-01-01 16:10:00		7.072			
2011-01-01 16:20:00		7.072			
2011-01-01 16:30:00		7.072			
2011-01-02 09:10:00					
2011-01-02 09:20:00					
2011-01-02 09:30:00					
2011-01-02 09:40:00					
2011-01-02 09:50:00	42				
2011-01-02 10:00:00	67				
2011-01-02 10:10:00	102				
2011-01-02 10:20:00	121				
2011-01-02 10:30:00	349				
2011-01-02 10:40:00	894	0.209			
2011-01-02 10:50:00	1209	0.365			
2011-01-02 11:00:00	1347	0.663			
2011-01-02 11:10:00	1472	0.899			
2011-01-02 11:20:00	1509	1.14			
2011-01-02 11:30:00	1623	1.401			
2011-01-02 11:40:00	1701	1.673			
2011-01-02 11:50:00	1940	1.984			
2011-01-02 12:00:00	2100	2.319			
2011-01-02 12:10:00	2099	2.655			
2011-01-02 12:20:00	2081	2.989			
2011-01-02 12:30:00	2142	3.332			
2011-01-02 12:40:00	2201	3.683			
2011-01-02 12:50:00	2185	4.033			
2011-01-02 13:00:00	2125	4.374			
2011-01-02 13:10:00	2086	4.706			
2011-01-02 13:20:00	2086	5.042			
2011-01-02 13:30:00	2086	5.375			
2011-01-02 13:40:00	2044	5.703			
2011-01-02 13:50:00	1958	6.015			
2011-01-02 14:00:00	1848	6.311			
2011-01-02 14:10:00	1735	6.589			
2011-01-02 14:20:00	1646	6.852			
2011-01-02 14:30:00	1447	7.084			
2011-01-02 14:40:00	1038	7.25			
2011-01-02 14:50:00	801	7.378			
2011-01-02 15:00:00	365	7.436			
2011-01-02 15:10:00	151	7.46			
2011-01-02 15:20:00	102	7.476			
2011-01-02 15:30:00	83	7.491			
2011-01-02 15:40:00	63	7.501			
2011-01-02 15:50:00	47	7.508			
2011-01-02 16:00:00	5	7.509			
2011-01-02 16:10:00		7.509			
2011-01-02 16:20:00		7.509			
2011-01-02 16:30:00		7.509			
2011-01-03 09:00:00					
2011-01-03 09:10:00					
2011-01-03 09:20:00					
2011-01-03 09:30:00					
2011-01-03 09:40:00					
2011-01-03 09:50:00	42				
2011-01-03 10:00:00	84				
2011-01-03 10:10:00	130				
2011-01-03 10:20:00	170				
2011-01-03 10:30:00	206				
2011-01-03 10:40:00	216				
2011-01-03 10:50:00	309	0.104			
2011-01-03 11:00:00	435	0.256			
2011-01-03 11:10:00	632	0.358			
2011-01-03 11:20:00	965	0.513			
2011-01-03 11:30:00	1481	0.75			
2011-01-03 11:40:00	1368	0.969			
2011-01-03 11:50:00	1308	1.179			
2011-01-03 12:00:00	1562	1.429			
2011-01-03 12:10:00	1229	1.626			
2011-01-03 12:20:00	1047	1.795			
2011-01-03 12:30:00	1812	2.083			
2011-01-03 12:40:00	1800	2.373			
2011-01-03 12:50:00	1471	2.609			
2011-01-03 13:00:00	1604	2.864			
2011-01-03 13:10:00	1226	3.061			
2011-01-03 13:20:00	1181	3.25			
2011-01-03 13:30:00	1082	3.423			
2011-01-03 13:40:00	1319	3.634			
2011-01-03 13:50:00	584	3.727			
2011-01-03 14:00:00	727	3.844			
2011-01-03 14:10:00	514	3.93			
2011-01-03 14:20:00	269	3.973			
2011-01-03 14:30:00	311	4.024			
2011-01-03 14:40:00	480	4.101			
2011-01-03 14:50:00	520	4.184			
2011-01-03 15:00:00	421	4.251			
2011-01-03 15:10:00	271	4.295			
2011-01-03 15:20:00	162	4.321			
2011-01-03 15:30:00	114	4.339			
2011-01-03 15:40:00	86	4.353			
2011-01-03 15:50:00	12	4.356			
2011-01-03 16:00:00		4.356			
2011-01-03 16:10:00		4.356			
2011-01-03 16:20:00		4.356			
2011-01-04 09:50:00					
2011-01-04 10:00:00					
2011-01-04 10:10:00	29				
2011-01-04 10:20:00	59				
2011-01-04 10:30:00	58				
2011-01-04 10:40:00	75				
2011-01-04 10:50:00	94				
2011-01-04 11:00:00	101				
2011-01-04 11:10:00	24				
2011-01-04 11:20:00	162				
2011-01-04 11:30:00	230				
2011-01-04 11:40:00	345	0.119			
2011-01-04 11:50:00	437	0.26			
2011-01-04 12:00:00	229	0.298			
2011-01-04 12:10:00	317	0.349			
2011-01-04 12:20:00	266	0.39			
2011-01-04 12:30:00	239	0.429			
2011-01-04 12:40:00	168	0.456			
2011-01-04 12:50:00	98	0.473			
2011-01-04 13:00:00	83	0.485			
2011-01-04 13:10:00	125	0.506			
2011-01-04 13:20:00	142	0.529			
2011-01-04 13:30:00	89	0.544			
2011-01-04 13:40:00	89	0.557			
2011-01-04 13:50:00	87	0.572			
2011-01-04 14:00:00	105	0.589			
2011-01-04 14:10:00	95	0.605			
2011-01-04 14:20:00	69	0.616			
2011-01-04 14:30:00	69	0.627			
2011-01-04 14:40:00	61	0.638			
2011-01-04 14:50:00	49	0.647			
2011-01-04 15:00:00		0.647			
2011-01-04 15:10:00		0.647			
2011-01-04 15:20:00		0.647			
2011-01-04 15:30:00		0.647			
2011-01-04 15:40:00		0.647			
2011-01-04 15:50:00		0.647			
2011-01-04 16:00:00		0.647			
2011-01-05 10:10:00					
2011-01-05 10:20:00					
2011-01-05 10:30:00					
2011-01-05 10:40:00					
2011-01-05 10:50:00					
2011-01-05 11:00:00					
2011-01-05 11:10:00					
2011-01-05 11:20:00	3				
2011-01-05 11:30:00	3				
2011-01-05 11:40:00	1				
2011-01-05 11:50:00					
2011-01-05 12:00:00					
2011-01-05 12:10:00					
2011-01-05 12:20:00					
2011-01-05 12:30:00					
2011-01-05 12:40:00					
2011-01-05 12:50:00					
2011-01-05 13:00:00					
2011-01-05 13:10:00					
2011-01-05 13:20:00					
2011-01-05 13:30:00					
2011-01-05 13:40:00					
2011-01-05 13:50:00					
2011-01-05 14:00:00					
2011-01-05 14:10:00					
2011-01-05 14:20:00					
2011-01-05 14:30:00					
2011-01-05 14:40:00					
2011-01-05 14:50:00					
2011-01-06 09:30:00					
2011-01-06 09:40:00					
2011-01-06 09:50:00					
2011-01-06 10:00:00	69				
2011-01-06 10:10:00	41				
2011-01-06 10:20:00	34				
2011-01-06 10:30:00	85				
2011-01-06 10:40:00	217				
2011-01-06 10:50:00	166				
2011-01-06 11:00:00	157				
2011-01-06 11:10:00	339				
2011-01-06 11:20:00	294	0.226			
2011-01-06 11:30:00	839	0.36			
2011-01-06 11:40:00	371	0.419			
2011-01-06 11:50:00	400	0.484			
2011-01-06 12:00:00	310	0.534			
2011-01-06 12:10:00	579	0.628			
2011-01-06 12:20:00	458	0.701			
2011-01-06 12:30:00	284	0.747			
2011-01-06 12:40:00	378	0.808			
2011-01-06 12:50:00	623	0.908			
2011-01-06 13:00:00	326	0.96			
2011-01-06 13:10:00	397	1.025			
2011-01-06 13:20:00	642	1.127			
2011-01-06 13:30:00	573	1.22			
2011-01-06 13:40:00	703	1.333			
2011-01-06 13:50:00	310	1.382			
2011-01-06 14:00:00	250	1.422			
2011-01-06 14:10:00	710	1.53			
2011-01-06 14:20:00	309	1.58			
2011-01-06 14:30:00	156	1.605			
2011-01-06 14:40:00	204	1.638			
2011-01-06 14:50:00	172	1.666			
2011-01-06 15:00:00	422	1.734			
2011-01-06 15:10:00	356	1.791			
2011-01-06 15:20:00	158	1.817			
2011-01-06 15:30:00	102	1.833			
2011-01-06 15:40:00	101	1.85			
2011-01-06 15:50:00	35	1.856			
2011-01-06 16:00:00		1.856			
2011-01-06 16:10:00		1.856			
2011-01-06 16:20:00		1.856			
2011-01-06 17:10:00		1.856			
2011-01-06 17:20:00		1.856			
2011-01-07 09:10:00					
2011-01-07 09:20:00					
2011-01-07 09:30:00					
2011-01-07 09:40:00	36				
2011-01-07 09:50:00	63				
2011-01-07 10:00:00	107				
2011-01-07 10:10:00	141				
2011-01-07 10:20:00	173				
2011-01-07 10:30:00	350	0.105			
2011-01-07 10:40:00	809	0.205			
2011-01-07 10:50:00	826	0.304			
2011-01-07 11:00:00	1485	0.641			
2011-01-07 11:10:00	2000	0.963			
2011-01-07 11:20:00	2002	1.282			
2011-01-07 11:30:00	983	1.44			
2011-01-07 11:40:00	1616	1.698			
2011-01-07 11:50:00	1635	1.958			
2011-01-07 12:00:00	723	2.074			
2011-01-07 12:10:00	1121	2.254			
2011-01-07 12:20:00	1225	2.449			
2011-01-07 12:30:00	632	2.55			
2011-01-07 12:40:00	761	2.672			
2011-01-07 12:50:00	722	2.787			
2011-01-07 13:00:00	670	2.895			
2011-01-07 13:10:00	788	3.022			
2011-01-07 13:20:00	930	3.17			
2011-01-07 13:30:00	797	3.298			
2011-01-07 13:40:00	704	3.41			
2011-01-07 13:50:00	1008	3.572			
2011-01-07 14:00:00	1363	3.789			
2011-01-07 14:10:00	772	3.923			
2011-01-07 14:20:00	1052	4.09			
2011-01-07 14:30:00	1742	4.37			
2011-01-07 14:40:00	940	4.521			
2011-01-07 14:50:00	1129	4.702			
2011-01-07 15:00:00	818	4.832			
2011-01-07 15:10:00	469	4.907			
2011-01-07 15:20:00	280	4.951			
2011-01-07 15:30:00	169	4.98			
2011-01-07 15:40:00	136	5.002			
2011-01-07 15:50:00	69	5.013			
2011-01-07 16:00:00	42	5.02			
2011-01-07 16:10:00		5.02			
2011-01-07 16:20:00		5.02			
2011-01-07 16:30:00		5.02			
2011-01-08 09:50:00					
2011-01-08 10:00:00					
2011-01-08 10:10:00					
2011-01-08 10:20:00					
2011-01-08 10:30:00					
2011-01-08 10:40:00					
2011-01-08 10:50:00					
2011-01-08 11:00:00					
2011-01-08 11:10:00	33				
2011-01-08 11:20:00	37				
2011-01-08 11:30:00	4				
2011-01-08 11:40:00	53				
2011-01-08 11:50:00	79				
2011-01-08 12:00:00	56				
2011-01-08 12:10:00	121				
2011-01-08 12:20:00	101				
2011-01-08 12:30:00	55				
2011-01-08 12:40:00	43				
2011-01-08 12:50:00	70				
2011-01-08 13:00:00	50				
2011-01-08 13:10:00	40				
2011-01-08 13:20:00	37				
2011-01-08 13:30:00					
2011-01-08 13:40:00	8				
2011-01-08 13:50:00	92				
2011-01-08 14:00:00	99				
2011-01-08 14:10:00	41				
2011-01-08 14:20:00	9				
2011-01-08 14:30:00					
2011-01-08 14:40:00					
2011-01-08 14:50:00					
2011-01-08 15:00:00					
2011-01-08 15:10:00					
2011-01-08 15:20:00					
2011-01-08 15:30:00					
2011-01-08 15:40:00					
2011-01-09 09:30:00	27				
2011-01-09 09:40:00	129				
2011-01-09 09:50:00	158				
2011-01-09 10:00:00	171				
2011-01-09 10:10:00	176				
2011-01-09 10:20:00	261				
2011-01-09 10:30:00	253	0.101			
2011-01-09 10:40:00	415	0.255			
2011-01-09 10:50:00	685	0.363			
2011-01-09 11:00:00	385	0.425			
2011-01-09 11:10:00	492	0.506			
2011-01-09 11:20:00	1213	0.698			
2011-01-09 11:30:00	601	0.793			
2011-01-09 11:40:00	251	0.834			
2011-01-09 11:50:00	373	0.894			
2011-01-09 12:00:00	179	0.923			
2011-01-09 12:10:00	99	0.939			
2011-01-09 12:20:00	763	1.061			
2011-01-09 12:30:00	304	1.11			
2011-01-09 12:40:00	422	1.177			
2011-01-09 12:50:00	528	1.263			
2011-01-09 13:00:00	486	1.341			
2011-01-09 13:10:00	287	1.387			
2011-01-09 13:20:00	586	1.481			
2011-01-09 13:30:00	895	1.626			
2011-01-09 13:40:00	590	1.727			
2011-01-09 13:50:00	314	1.778			
2011-01-09 14:00:00	328	1.828			
2011-01-09 14:10:00	204	1.858			
2011-01-09 14:20:00	278	1.903			
2011-01-09 14:30:00	622	2.003			
2011-01-09 14:40:00	636	2.105			
2011-01-09 14:50:00	141	2.127			
2011-01-09 15:00:00	48	2.135			
2011-01-09 15:10:00		2.135			
2011-01-09 15:20:00		2.135			
2011-01-09 15:30:00		2.135			
2011-01-09 15:40:00	2	2.136			
2011-01-09 15:50:00	51	2.144			
2011-01-09 16:00:00		2.144			
2011-01-09 16:10:00		2.144			
2011-01-09 16:20:00		2.144			
2011-01-09 16:30:00		2.144			
2011-01-09 16:40:00		2.144			
2011-01-10 09:00:00					
2011-01-10 09:10:00					
2011-01-10 09:20:00					
2011-01-10 09:30:00	46				
2011-01-10 09:40:00	86				
2011-01-10 09:50:00	127				
2011-01-10 10:00:00	158				
2011-01-10 10:10:00	192				
2011-01-10 10:20:00	266				
2011-01-10 10:30:00	612	0.153			
2011-01-10 10:40:00	847	0.376			
2011-01-10 10:50:00	1548	0.624			
2011-01-10 11:00:00	1449	0.856			
2011-01-10 11:10:00	1465	1.091			
2011-01-10 11:20:00	1815	1.382			
2011-01-10 11:30:00	1851	1.677			
2011-01-10 11:40:00	1862	1.975			
2011-01-10 11:50:00	2104	2.312			
2011-01-10 12:00:00	2184	2.662			
2011-01-10 12:10:00	2220	3.018			
2011-01-10 12:20:00	2254	3.378			
2011-01-10 12:30:00	2014	3.701			
2011-01-10 12:40:00	2134	4.041			
2011-01-10 12:50:00	1888	4.344			
2011-01-10 13:00:00	2102	4.679			
2011-01-10 13:10:00	1578	4.931			
2011-01-10 13:20:00	1454	5.165			
2011-01-10 13:30:00	1322	5.375			
2011-01-10 13:40:00	1353	5.593			
2011-01-10 13:50:00	1138	5.775			
2011-01-10 14:00:00	890	5.917			
2011-01-10 14:10:00	598	6.015			
2011-01-10 14:20:00	525	6.099			
2011-01-10 14:30:00	529	6.184			
2011-01-10 14:40:00	637	6.286			
2011-01-10 14:50:00	615	6.386			
2011-01-10 15:00:00	372	6.445			
2011-01-10 15:10:00	292	6.492			
2011-01-10 15:20:00	179	6.521			
2011-01-10 15:30:00	142	6.545			
2011-01-10 15:40:00	94	6.559			
2011-01-10 15:50:00	63	6.57			
2011-01-10 16:00:00	8	6.572			
2011-01-10 16:10:00		6.572			
2011-01-10 16:20:00		6.572			
2011-01-10 16:30:00		6.572			
2011-01-11 09:00:00					
2011-01-11 09:10:00					
2011-01-11 09:20:00					
2011-01-11 09:30:00					
2011-01-11 09:40:00					
2011-01-11 09:50:00	4				
2011-01-11 10:00:00	59				
2011-01-11 10:10:00	108				
2011-01-11 10:20:00	157				
2011-01-11 10:30:00	175				
2011-01-11 10:40:00	220				
2011-01-11 10:50:00	284				
2011-01-11 11:00:00	345	0.118			
2011-01-11 11:10:00	350	0.274			
2011-01-11 11:20:00	381	0.336			
2011-01-11 11:30:00	450	0.407			
2011-01-11 11:40:00	464	0.482			
2011-01-11 11:50:00	443	0.553			
2011-01-11 12:00:00	419	0.62			
2011-01-11 12:10:00	391	0.682			
2011-01-11 12:20:00	392	0.745			
2011-01-11 12:30:00	381	0.806			
2011-01-11 12:40:00	444	0.877			
2011-01-11 12:50:00	526	0.962			
2011-01-11 13:00:00	597	1.058			
2011-01-11 13:10:00	554	1.147			
2011-01-11 13:20:00	453	1.219			
2011-01-11 13:30:00	391	1.283			
2011-01-11 13:40:00	504	1.363			
2011-01-11 13:50:00	473	1.44			
2011-01-11 14:00:00	480	1.517			
2011-01-11 14:10:00	488	1.595			
2011-01-11 14:20:00	434	1.664			
2011-01-11 14:30:00	331	1.717			
2011-01-11 14:40:00	310	1.767			
2011-01-11 14:50:00	259	1.809			
2011-01-11 15:00:00	237	1.847			
2011-01-11 15:10:00	237	1.885			
2011-01-11 15:20:00	179	1.913			
2011-01-11 15:30:00	123	1.933			
2011-01-11 15:40:00	78	1.946			
2011-01-11 15:50:00	12	1.948			
2011-01-11 16:00:00		1.948			
2011-01-11 16:10:00		1.948			
2011-01-11 16:20:00		1.948			
2011-01-12 09:40:00					
2011-01-12 09:50:00					
2011-01-12 10:00:00					
2011-01-12 10:10:00					
2011-01-12 10:20:00					
2011-01-12 10:30:00					
2011-01-12 10:40:00					
2011-01-12 10:50:00					
2011-01-12 11:00:00	42				
2011-01-12 11:10:00	127				
2011-01-12 11:20:00	121				
2011-01-12 11:30:00	135				
2011-01-12 11:40:00	145				
2011-01-12 11:50:00	177				
2011-01-12 12:00:00	126				
2011-01-12 12:10:00	86				
2011-01-12 12:20:00	100				
2011-01-12 12:30:00	132				
2011-01-12 12:40:00	144	0.214			
2011-01-12 12:50:00	178	0.244			
2011-01-12 13:00:00	95	0.259			
2011-01-12 13:10:00	111	0.277			
2011-01-12 13:20:00	156	0.302			
2011-01-12 13:30:00	229	0.339			
2011-01-12 13:40:00	174	0.366			
2011-01-12 13:50:00	123	0.386			
2011-01-12 14:00:00	155	0.41			
2011-01-12 14:10:00	435	0.478			
2011-01-12 14:20:00	246	0.518			
2011-01-12 14:30:00	102	0.534			
2011-01-12 14:40:00	141	0.557			
2011-01-12 14:50:00	82	0.572			
2011-01-12 15:00:00	20	0.575			
2011-01-12 15:10:00	42	0.581			
2011-01-12 15:20:00	25	0.585			
2011-01-12 15:30:00	6	0.586			
2011-01-12 15:40:00		0.586			
2011-01-12 15:50:00		0.586			
2011-01-12 16:00:00		0.586			
2011-01-12 16:10:00		0.586			
2011-01-12 16:20:00		0.586			
2011-01-13 09:30:00					
2011-01-13 09:40:00					
2011-01-13 09:50:00					
2011-01-13 10:00:00					
2011-01-13 10:10:00	67				
2011-01-13 10:20:00	68				
2011-01-13 10:30:00	68				
2011-01-13 10:40:00	79				
2011-01-13 10:50:00	109				
2011-01-13 11:00:00	126				
2011-01-13 11:10:00	105				
2011-01-13 11:20:00	124				
2011-01-13 11:30:00	176				
2011-01-13 11:40:00	190	0.113			
2011-01-13 11:50:00	149	0.129			
2011-01-13 12:00:00	204	0.148			
2011-01-13 12:10:00	203	0.269			
2011-01-13 12:20:00	184	0.298			
2011-01-13 12:30:00	167	0.325			
2011-01-13 12:40:00	214	0.359			
2011-01-13 12:50:00	238	0.398			
2011-01-13 13:00:00	256	0.439			
2011-01-13 13:10:00	213	0.474			
2011-01-13 13:20:00	190	0.503			
2011-01-13 13:30:00	158	0.529			
2011-01-13 13:40:00	180	0.558			
2011-01-13 13:50:00	173	0.585			
2011-01-13 14:00:00	172	0.613			
2011-01-13 14:10:00	146	0.637			
2011-01-13 14:20:00	119	0.657			
2011-01-13 14:30:00	98	0.672			
2011-01-13 14:40:00	89	0.687			
2011-01-13 14:50:00	68	0.699			
2011-01-13 15:00:00	63	0.709			
2011-01-13 15:10:00	43	0.715			
2011-01-13 15:20:00		0.715			
2011-01-13 15:30:00		0.715			
2011-01-13 15:40:00		0.715			
2011-01-13 15:50:00		0.715			
2011-01-13 16:00:00		0.715			
2011-01-14 09:40:00					
2011-01-14 09:50:00					
2011-01-14 10:00:00					
2011-01-14 10:10:00					
2011-01-14 10:20:00	74				
2011-01-14 10:30:00	90				
2011-01-14 10:40:00	89				
2011-01-14 10:50:00	107				
2011-01-14 11:00:00	144				
2011-01-14 11:10:00	135				
2011-01-14 11:20:00	128				
2011-01-14 11:30:00	137				
2011-01-14 11:40:00	161				
2011-01-14 11:50:00	154	0.11			
2011-01-14 12:00:00	171	0.125			
2011-01-14 12:10:00	188	0.255			
2011-01-14 12:20:00	194	0.286			
2011-01-14 12:30:00	169	0.313			
2011-01-14 12:40:00	185	0.343			
2011-01-14 12:50:00	178	0.372			
2011-01-14 13:00:00	156	0.397			
2011-01-14 13:10:00	140	0.419			
2011-01-14 13:20:00	121	0.439			
2011-01-14 13:30:00	123	0.459			
2011-01-14 13:40:00	156	0.485			
2011-01-14 13:50:00	167	0.512			
2011-01-14 14:00:00	132	0.533			
2011-01-14 14:10:00	118	0.552			
2011-01-14 14:20:00	116	0.571			
2011-01-14 14:30:00	86	0.586			
2011-01-14 14:40:00	64	0.596			
2011-01-14 14:50:00	55	0.605			
2011-01-14 15:00:00	54	0.614			
2011-01-14 15:10:00	31	0.619			
2011-01-14 15:20:00		0.619			
2011-01-14 15:30:00		0.619			
2011-01-14 15:40:00		0.619			
2011-01-14 15:50:00		0.619			
2011-01-14 16:00:00		0.619			
2011-01-14 16:10:00		0.619			
2011-01-15 08:50:00					
2011-01-15 09:00:00					
2011-01-15 09:10:00					
2011-01-15 09:20:00					
2011-01-15 09:30:00					
2011-01-15 09:40:00					
2011-01-15 09:50:00	13				
2011-01-15 10:00:00	58				
2011-01-15 10:10:00	66				
2011-01-15 10:20:00	73				
2011-01-15 10:30:00	69				
2011-01-15 10:40:00	92				
2011-01-15 10:50:00	167				
2011-01-15 11:00:00	258				
2011-01-15 11:10:00	239	0.102			
2011-01-15 11:20:00	527	0.252			
2011-01-15 11:30:00	407	0.317			
2011-01-15 11:40:00	203	0.35			
2011-01-15 11:50:00	239	0.388			
2011-01-15 12:00:00	331	0.442			
2011-01-15 12:10:00	282	0.487			
2011-01-15 12:20:00	265	0.53			
2011-01-15 12:30:00	323	0.582			
2011-01-15 12:40:00	395	0.646			
2011-01-15 12:50:00	321	0.697			
2011-01-15 13:00:00	244	0.737			
2011-01-15 13:10:00	159	0.763			
2011-01-15 13:20:00	181	0.792			
2011-01-15 13:30:00	189	0.822			
2011-01-15 13:40:00	190	0.853			
2011-01-15 13:50:00	298	0.901			
2011-01-15 14:00:00	447	0.973			
2011-01-15 14:10:00	355	1.03			
2011-01-15 14:20:00	311	1.08			
2011-01-15 14:30:00	152	1.105			
2011-01-15 14:40:00	138	1.127			
2011-01-15 14:50:00	132	1.148			
2011-01-15 15:00:00	88	1.163			
2011-01-15 15:10:00	87	1.176			
2011-01-15 15:20:00	55	1.186			
2011-01-15 15:30:00		1.186			
2011-01-15 15:40:00		1.186			
2011-01-15 15:50:00		1.186			
2011-01-15 16:00:00		1.186			
2011-01-15 16:10:00		1.186			
2011-01-16 09:10:00					
2011-01-16 09:20:00	4				
2011-01-16 09:30:00	56				
2011-01-16 09:40:00	87				
2011-01-16 09:50:00	154				
2011-01-16 10:00:00	211				
2011-01-16 10:10:00	409				
2011-01-16 10:20:00	733	0.264			
2011-01-16 10:30:00	943	0.415			
2011-01-16 10:40:00	1047	0.583			
2011-01-16 10:50:00	1455	0.816			
2011-01-16 11:00:00	1650	1.081			
2011-01-16 11:10:00	1703	1.352			
2011-01-16 11:20:00	1828	1.646			
2011-01-16 11:30:00	1828	1.938			
2011-01-16 11:40:00	1924	2.246			
2011-01-16 11:50:00	2082	2.579			
2011-01-16 12:00:00	2121	2.918			
2011-01-16 12:10:00	1915	3.227			
2011-01-16 12:20:00	2131	3.563			
2011-01-16 12:30:00	1242	3.763			
2011-01-16 12:40:00	2130	4.108			
2011-01-16 12:50:00	1846	4.405			
2011-01-16 13:00:00	1411	4.629			
2011-01-16 13:10:00	1249	4.829			
2011-01-16 13:20:00	1768	5.112			
2011-01-16 13:30:00	942	5.262			
2011-01-16 13:40:00	1669	5.531			
2011-01-16 13:50:00	1663	5.796			
2011-01-16 14:00:00	1690	6.065			
2011-01-16 14:10:00	656	6.177			
2011-01-16 14:20:00	534	6.263			
2011-01-16 14:30:00	443	6.334			
2011-01-16 14:40:00	305	6.382			
2011-01-16 14:50:00	387	6.444			
2011-01-16 15:00:00	225	6.48			
2011-01-16 15:10:00	154	6.505			
2011-01-16 15:20:00	132	6.526			
2011-01-16 15:30:00	83	6.54			
2011-01-16 15:40:00	60	6.55			
2011-01-16 15:50:00	47	6.558			
2011-01-16 16:00:00	30	6.562			
2011-01-16 16:10:00		6.562			
2011-01-16 16:20:00		6.562			
2011-01-16 16:30:00		6.562			
2011-01-16 16:40:00		6.562			
2011-01-17 09:00:00					
2011-01-17 09:10:00					
2011-01-17 09:20:00	16				
2011-01-17 09:30:00	70				
2011-01-17 09:40:00	115				
2011-01-17 09:50:00	186				
2011-01-17 10:00:00	227				
2011-01-17 10:10:00	296				
2011-01-17 10:20:00	600	0.153			
2011-01-17 10:30:00	646	0.346			
2011-01-17 10:40:00	691	0.457			
2011-01-17 10:50:00	1199	0.649			
2011-01-17 11:00:00	1622	0.909			
2011-01-17 11:10:00	1660	1.175			
2011-01-17 11:20:00	1641	1.437			
2011-01-17 11:30:00	1423	1.665			
2011-01-17 11:40:00	1213	1.859			
2011-01-17 11:50:00	1454	2.092			
2011-01-17 12:00:00	2452	2.484			
2011-01-17 12:10:00	990	2.642			
2011-01-17 12:20:00	1045	2.812			
2011-01-17 12:30:00	1940	3.122			
2011-01-17 12:40:00	1927	3.429			
2011-01-17 12:50:00	2196	3.781			
2011-01-17 13:00:00	2489	4.18			
2011-01-17 13:10:00	2509	4.58			
2011-01-17 13:20:00	1558	4.826			
2011-01-17 13:30:00	745	4.948			
2011-01-17 13:40:00	1613	5.206			
2011-01-17 13:50:00	841	5.34			
2011-01-17 14:00:00	498	5.42			
2011-01-17 14:10:00	643	5.522			
2011-01-17 14:20:00	773	5.646			
2011-01-17 14:30:00	686	5.756			
2011-01-17 14:40:00	363	5.814			
2011-01-17 14:50:00	283	5.859			
2011-01-17 15:00:00	482	5.937			
2011-01-17 15:10:00	453	6.01			
2011-01-17 15:20:00	332	6.064			
2011-01-17 15:30:00	232	6.101			
2011-01-17 15:40:00	156	6.126			
2011-01-17 15:50:00	95	6.141			
2011-01-17 16:00:00	49	6.15			
2011-01-17 16:10:00		6.15			
2011-01-17 16:20:00		6.15			
2011-01-17 16:30:00		6.15			
2011-01-17 16:40:00		6.15			
2011-01-18 09:10:00					
2011-01-18 09:20:00					
2011-01-18 09:30:00					
2011-01-18 09:40:00	29				
2011-01-18 09:50:00	58				
2011-01-18 10:00:00	135				
2011-01-18 10:10:00	112				
2011-01-18 10:20:00	128				
2011-01-18 10:30:00	193				
2011-01-18 10:40:00	231				
2011-01-18 10:50:00	270	0.118			
2011-01-18 11:00:00	280	0.142			
2011-01-18 11:10:00	229	0.269			
2011-01-18 11:20:00	203	0.302			
2011-01-18 11:30:00	317	0.352			
2011-01-18 11:40:00	344	0.408			
2011-01-18 11:50:00	445	0.48			
2011-01-18 12:00:00	503	0.56			
2011-01-18 12:10:00	596	0.656			
2011-01-18 12:20:00	605	0.753			
2011-01-18 12:30:00	514	0.836			
2011-01-18 12:40:00	420	0.904			
2011-01-18 12:50:00	468	0.979			
2011-01-18 13:00:00	565	1.069			
2011-01-18 13:10:00	887	1.212			
2011-01-18 13:20:00	1361	1.432			
2011-01-18 13:30:00	1622	1.691			
2011-01-18 13:40:00	1802	1.978			
2011-01-18 13:50:00	656	2.082			
2011-01-18 14:00:00	458	2.156			
2011-01-18 14:10:00	426	2.224			
2011-01-18 14:20:00	410	2.291			
2011-01-18 14:30:00	323	2.343			
2011-01-18 14:40:00	230	2.38			
