Timestamp	Power	Income today	Measured income	Irradiation	Irradiation income today
2011-02-04 10:30:00	381	0.477			
2011-02-04 10:40:00	421	0.545			
2011-02-04 10:50:00	460	0.619			
2011-02-04 11:00:00	511	0.701			
2011-02-04 11:10:00	680	0.81			
2011-02-04 11:20:00	964	0.966			
2011-02-04 11:30:00	2362	1.345			
2011-02-04 11:40:00	1253	1.547			
2011-02-04 11:50:00	1905	1.849			
2011-02-04 12:00:00	873	1.99			
2011-02-04 12:10:00	1267	2.193			
2011-02-04 12:20:00	1139	2.375			
2011-02-04 12:30:00	1236	2.572			
2011-02-04 12:40:00	1000	2.733			
2011-02-04 12:50:00	808	2.861			
2011-02-04 13:00:00	716	2.976			
2011-02-04 13:10:00	669	3.083			
2011-02-04 13:20:00	738	3.202			
2011-02-04 13:30:00	837	3.336			
2011-02-04 13:40:00	847	3.472			
2011-02-04 13:50:00	690	3.582			
2011-02-04 14:00:00	475	3.658			
2011-02-04 14:10:00	413	3.725			
2011-02-04 14:20:00	336	3.779			
2011-02-04 14:30:00	389	3.841			
2011-02-04 14:40:00	366	3.9			
2011-02-04 14:50:00	321	3.952			
2011-02-04 15:00:00	405	4.017			
2011-02-04 15:10:00	314	4.067			
2011-02-04 15:20:00	320	4.118			
2011-02-04 15:30:00	291	4.165			
2011-02-04 15:40:00	281	4.21			
2011-02-04 15:50:00	185	4.24			
2011-02-04 16:00:00	56	4.249			
2011-02-04 16:10:00		4.249			
2011-02-04 16:20:00		4.249			
2011-02-04 16:30:00		4.249			
2011-02-04 16:40:00		4.249			
2011-02-04 16:50:00		4.249			
2011-02-04 17:00:00		4.249			
2011-02-04 17:10:00		4.249			
2011-02-05 08:40:00					
2011-02-05 08:50:00					
2011-02-05 09:00:00	2				
2011-02-05 09:10:00	38				
2011-02-05 09:20:00	66				
2011-02-05 09:30:00	211				
2011-02-05 09:40:00	343				
2011-02-05 09:50:00	375				
2011-02-05 10:00:00	516	0.251			
2011-02-05 10:10:00	758	0.371			
2011-02-05 10:20:00	1222	0.566			
2011-02-05 10:30:00	1828	0.858			
2011-02-05 10:40:00	1027	1.021			
2011-02-05 10:50:00	766	1.144			
2011-02-05 11:00:00	920	1.296			
2011-02-05 11:10:00	2983	1.774			
2011-02-05 11:20:00	3366	2.312			
2011-02-05 11:30:00	3591	2.887			
2011-02-05 11:40:00	3508	3.45			
2011-02-05 11:50:00	2946	3.924			
2011-02-05 12:00:00	3015	4.406			
2011-02-05 12:10:00	3520	4.969			
2011-02-05 12:20:00	3608	5.548			
2011-02-05 12:30:00	1829	5.838			
2011-02-05 12:40:00	2858	6.294			
2011-02-05 12:50:00	3151	6.801			
2011-02-05 13:00:00	3570	7.373			
2011-02-05 13:10:00	3348	7.907			
2011-02-05 13:20:00	3378	8.446			
2011-02-05 13:30:00	2806	8.896			
2011-02-05 13:40:00	2662	9.32			
2011-02-05 13:50:00	2627	9.74			
2011-02-05 14:00:00	2902	10.205			
2011-02-05 14:10:00	3066	10.695			
2011-02-05 14:20:00	2464	11.087			
2011-02-05 14:30:00	2038	11.415			
2011-02-05 14:40:00	2150	11.759			
2011-02-05 14:50:00	1781	12.044			
2011-02-05 15:00:00	1911	12.351			
2011-02-05 15:10:00	1923	12.658			
2011-02-05 15:20:00	1042	12.824			
2011-02-05 15:30:00	888	12.967			
2011-02-05 15:40:00	789	13.093			
2011-02-05 15:50:00	586	13.186			
2011-02-05 16:00:00	655	13.291			
2011-02-05 16:10:00	418	13.359			
2011-02-05 16:20:00	246	13.398			
2011-02-05 16:30:00	182	13.427			
2011-02-05 16:40:00	105	13.445			
2011-02-05 16:50:00	45	13.452			
2011-02-05 17:00:00	9	13.453			
2011-02-05 17:10:00		13.453			
2011-02-05 17:20:00		13.453			
2011-02-05 17:30:00		13.453			
2011-02-06 08:30:00					
2011-02-06 08:40:00					
2011-02-06 08:50:00	20				
2011-02-06 09:00:00	111				
2011-02-06 09:10:00	199				
2011-02-06 09:20:00	303				
2011-02-06 09:30:00	370				
2011-02-06 09:40:00	443	0.233			
2011-02-06 09:50:00	582	0.326			
2011-02-06 10:00:00	798	0.454			
2011-02-06 10:10:00	856	0.592			
2011-02-06 10:20:00	809	0.722			
2011-02-06 10:30:00	820	0.853			
2011-02-06 10:40:00	834	0.988			
2011-02-06 10:50:00	947	1.139			
2011-02-06 11:00:00	997	1.298			
2011-02-06 11:10:00	1244	1.497			
2011-02-06 11:20:00	1155	1.683			
2011-02-06 11:30:00	1179	1.872			
2011-02-06 11:40:00	1192	2.064			
2011-02-06 11:50:00	2243	2.422			
2011-02-06 12:00:00	1211	2.615			
2011-02-06 12:10:00	969	2.771			
2011-02-06 12:20:00	1672	3.039			
2011-02-06 12:30:00	1375	3.258			
2011-02-06 12:40:00	994	3.417			
2011-02-06 12:50:00	664	3.523			
2011-02-06 13:00:00	518	3.606			
2011-02-06 13:10:00	549	3.695			
2011-02-06 13:20:00	481	3.771			
2011-02-06 13:30:00	543	3.859			
2011-02-06 13:40:00	509	3.941			
2011-02-06 13:50:00	662	4.046			
2011-02-06 14:00:00	542	4.133			
2011-02-06 14:10:00	281	4.18			
2011-02-06 14:20:00	164	4.207			
2011-02-06 14:30:00	175	4.235			
2011-02-06 14:40:00	261	4.277			
2011-02-06 14:50:00	299	4.326			
2011-02-06 15:00:00	241	4.365			
2011-02-06 15:10:00	137	4.386			
2011-02-06 15:20:00	124	4.406			
2011-02-06 15:30:00	90	4.422			
2011-02-06 15:40:00	64	4.432			
2011-02-06 15:50:00	49	4.44			
2011-02-06 16:00:00	46	4.448			
2011-02-06 16:10:00	48	4.456			
2011-02-06 16:20:00	4	4.456			
2011-02-06 16:30:00		4.456			
2011-02-06 16:40:00		4.456			
2011-02-06 16:50:00		4.456			
2011-02-06 17:00:00		4.456			
2011-02-07 08:50:00					
2011-02-07 09:00:00					
2011-02-07 09:10:00	8				
2011-02-07 09:20:00	75				
2011-02-07 09:30:00	86				
2011-02-07 09:40:00	82				
2011-02-07 09:50:00	86				
2011-02-07 10:00:00	100				
2011-02-07 10:10:00	77				
2011-02-07 10:20:00	124				
2011-02-07 10:30:00	87				
2011-02-07 10:40:00	47				
2011-02-07 10:50:00	40				
2011-02-07 11:00:00	55				
2011-02-07 11:10:00	51	0.105			
2011-02-07 11:20:00	78	0.114			
2011-02-07 11:30:00	93	0.123			
2011-02-07 11:40:00	74	0.131			
2011-02-07 11:50:00	44	0.137			
2011-02-07 12:00:00	111	0.148			
2011-02-07 12:10:00	145	0.162			
2011-02-07 12:20:00	72	0.17			
2011-02-07 12:30:00	79	0.179			
2011-02-07 12:40:00	79	0.188			
2011-02-07 12:50:00	93	0.198			
2011-02-07 13:00:00	91	0.208			
2011-02-07 13:10:00	98	0.32			
2011-02-07 13:20:00	98	0.336			
2011-02-07 13:30:00	112	0.354			
2011-02-07 13:40:00	141	0.377			
2011-02-07 13:50:00	75	0.389			
2011-02-07 14:00:00	72	0.401			
2011-02-07 14:10:00	14	0.404			
2011-02-07 14:20:00		0.404			
2011-02-07 14:30:00		0.404			
2011-02-07 14:40:00	66	0.415			
2011-02-07 14:50:00	102	0.431			
2011-02-07 15:00:00	30	0.437			
2011-02-07 15:10:00		0.437			
2011-02-07 15:20:00		0.437			
2011-02-07 15:30:00		0.437			
2011-02-07 15:40:00		0.437			
2011-02-07 15:50:00		0.437			
2011-02-07 16:00:00		0.437			
2011-02-07 16:10:00		0.437			
2011-02-07 16:20:00		0.437			
2011-02-07 16:30:00		0.437			
2011-02-07 16:40:00		0.437			
2011-02-08 08:20:00					
2011-02-08 08:30:00					
2011-02-08 08:40:00	2				
2011-02-08 08:50:00	99				
2011-02-08 09:00:00	486				
2011-02-08 09:10:00	228				
2011-02-08 09:20:00	116				
2011-02-08 09:50:00	659	0.144			
2011-02-08 10:00:00	182	0.174			
2011-02-08 10:10:00	1	0.175			
2011-02-08 10:20:00		0.175			
2011-02-08 10:30:00		0.175			
2011-02-08 10:40:00		0.175			
2011-02-08 10:50:00		0.175			
2011-02-08 11:00:00		0.175			
2011-02-08 11:10:00		0.175			
2011-02-08 11:20:00		0.175			
2011-02-08 11:30:00		0.175			
2011-02-08 11:40:00		0.175			
2011-02-08 11:50:00		0.175			
2011-02-08 12:00:00	1	0.175			
2011-02-08 12:10:00		0.175			
2011-02-08 12:20:00	132	0.2			
2011-02-08 12:30:00		0.2			
2011-02-08 12:40:00		0.2			
2011-02-08 12:50:00		0.2			
2011-02-08 13:00:00		0.2			
2011-02-08 13:10:00	12	0.202			
2011-02-08 13:20:00		0.202			
2011-02-08 13:30:00		0.202			
2011-02-08 13:40:00		0.202			
2011-02-08 13:50:00	1282	0.489			
2011-02-08 14:00:00	1838	0.782			
2011-02-08 14:10:00	1968	1.085			
2011-02-08 14:20:00	2775	1.531			
2011-02-08 14:30:00	3219	2.045			
2011-02-08 14:40:00	1439	2.273			
2011-02-08 14:50:00	418	2.34			
2011-02-08 15:00:00	366	2.399			
2011-02-08 15:10:00	1429	2.628			
2011-02-08 15:20:00	1922	2.936			
2011-02-08 15:30:00	1626	3.195			
2011-02-08 15:40:00	1363	3.414			
2011-02-08 15:50:00	1168	3.601			
2011-02-08 16:00:00	1051	3.769			
2011-02-08 16:10:00	672	3.876			
2011-02-08 16:20:00	205	3.909			
2011-02-08 16:30:00	274	3.953			
2011-02-08 16:40:00	138	3.976			
2011-02-08 16:50:00	126	3.996			
2011-02-08 17:00:00	91	4.011			
2011-02-08 17:10:00	19	4.014			
2011-02-08 17:20:00		4.014			
2011-02-08 17:30:00		4.014			
2011-02-08 17:40:00		4.014			
2011-02-09 08:20:00					
2011-02-09 08:30:00					
2011-02-09 08:40:00	88				
2011-02-09 08:50:00	118				
2011-02-09 09:00:00	192				
2011-02-09 09:10:00	233				
2011-02-09 09:20:00	414				
2011-02-09 09:30:00	708	0.282			
2011-02-09 09:40:00	493	0.36			
2011-02-09 09:50:00	342	0.416			
2011-02-09 10:00:00	423	0.484			
2011-02-09 10:10:00	517	0.566			
2011-02-09 10:20:00	516	0.648			
2011-02-09 10:30:00	527	0.733			
2011-02-09 10:40:00	865	0.872			
2011-02-09 10:50:00	866	1.011			
2011-02-09 11:00:00	875	1.15			
2011-02-09 11:10:00	641	1.253			
2011-02-09 11:20:00	806	1.382			
2011-02-09 11:30:00	914	1.53			
2011-02-09 11:40:00	1285	1.736			
2011-02-09 11:50:00	978	1.892			
2011-02-09 12:00:00	716	2.006			
2011-02-09 12:10:00	374	2.067			
2011-02-09 12:20:00	387	2.129			
2011-02-09 12:30:00	506	2.21			
2011-02-09 12:40:00	439	2.282			
2011-02-09 12:50:00	1070	2.453			
2011-02-09 13:00:00	2717	2.889			
2011-02-09 13:10:00	4466	3.603			
2011-02-09 13:20:00	2844	4.055			
2011-02-09 13:30:00	1382	4.276			
2011-02-09 13:40:00	1037	4.44			
2011-02-09 13:50:00	783	4.567			
2011-02-09 14:00:00	415	4.633			
2011-02-09 14:10:00	660	4.738			
2011-02-09 14:20:00	679	4.845			
2011-02-09 14:30:00	558	4.935			
2011-02-09 14:40:00	443	5.005			
2011-02-09 14:50:00	505	5.087			
2011-02-09 15:00:00	407	5.153			
2011-02-09 15:10:00	297	5.199			
2011-02-09 15:20:00	175	5.228			
2011-02-09 15:30:00	201	5.261			
2011-02-09 15:40:00	205	5.293			
2011-02-09 15:50:00	254	5.334			
2011-02-09 16:00:00	236	5.372			
2011-02-09 16:10:00	189	5.403			
2011-02-09 16:20:00	149	5.427			
2011-02-09 16:30:00	98	5.444			
2011-02-09 16:40:00	58	5.453			
2011-02-09 16:50:00	10	5.455			
2011-02-09 17:00:00		5.455			
2011-02-09 17:10:00		5.455			
2011-02-09 17:20:00		5.455			
2011-02-10 09:00:00					
2011-02-10 09:10:00					
2011-02-10 09:20:00					
2011-02-10 09:30:00					
2011-02-10 09:40:00					
2011-02-10 09:50:00					
2011-02-10 10:00:00					
2011-02-10 10:10:00					
2011-02-10 10:20:00					
2011-02-10 10:30:00	12				
2011-02-10 10:40:00	24				
2011-02-10 10:50:00	23				
2011-02-10 11:00:00	23				
2011-02-10 11:10:00	24				
2011-02-10 11:20:00	23				
2011-02-10 11:30:00	26				
2011-02-10 11:40:00	54				
2011-02-10 11:50:00	168				
2011-02-10 12:00:00	170				
2011-02-10 12:10:00	115				
2011-02-10 12:20:00	90				
2011-02-10 12:30:00	145				
2011-02-10 12:40:00	213	0.119			
2011-02-10 12:50:00	270	0.142			
2011-02-10 13:00:00	145	0.156			
2011-02-10 13:10:00	99	0.167			
2011-02-10 13:20:00	79	0.177			
2011-02-10 13:30:00	70	0.287			
2011-02-10 13:40:00	100	0.303			
2011-02-10 13:50:00	142	0.326			
2011-02-10 14:00:00	97	0.341			
2011-02-10 14:10:00	51	0.351			
2011-02-10 14:20:00	39	0.357			
2011-02-10 14:30:00	40	0.363			
2011-02-10 14:40:00	28	0.368			
2011-02-10 14:50:00	41	0.375			
2011-02-10 15:00:00	66	0.386			
2011-02-10 15:10:00	87	0.401			
2011-02-10 15:20:00	73	0.412			
2011-02-10 15:30:00	62	0.423			
2011-02-10 15:40:00	101	0.44			
2011-02-10 15:50:00	142	0.463			
2011-02-10 16:00:00	170	0.491			
2011-02-10 16:10:00	109	0.509			
2011-02-10 16:20:00	79	0.522			
2011-02-10 16:30:00	108	0.539			
2011-02-10 16:40:00	99	0.555			
2011-02-10 16:50:00	70	0.567			
2011-02-10 17:00:00	55	0.575			
2011-02-10 17:10:00	67	0.587			
2011-02-10 17:20:00	29	0.592			
2011-02-10 17:30:00		0.592			
2011-02-10 17:40:00		0.592			
2011-02-10 17:50:00		0.592			
2011-02-11 08:20:00					
2011-02-11 08:30:00					
2011-02-11 08:40:00					
2011-02-11 08:50:00	6				
2011-02-11 09:00:00	92				
2011-02-11 09:10:00	262				
2011-02-11 09:20:00	535				
2011-02-11 09:30:00	382	0.112			
2011-02-11 09:40:00	524	0.288			
2011-02-11 09:50:00	249	0.329			
2011-02-11 10:00:00	339	0.383			
2011-02-11 10:10:00	429	0.45			
2011-02-11 10:20:00	422	0.517			
2011-02-11 10:30:00	221	0.553			
2011-02-11 10:40:00	578	0.647			
2011-02-11 10:50:00	803	0.776			
2011-02-11 11:00:00	995	0.937			
2011-02-11 11:10:00	3152	1.451			
2011-02-11 11:20:00	2016	1.772			
2011-02-11 11:30:00	1842	2.072			
2011-02-11 11:40:00	3442	2.622			
2011-02-11 11:50:00	1850	2.915			
2011-02-11 12:00:00	404	2.98			
2011-02-11 12:10:00	477	3.056			
2011-02-11 12:20:00	276	3.101			
2011-02-11 12:30:00	386	3.163			
2011-02-11 12:40:00	447	3.235			
2011-02-11 12:50:00	690	3.346			
2011-02-11 13:00:00	572	3.438			
2011-02-11 13:10:00	587	3.531			
2011-02-11 13:20:00	395	3.595			
2011-02-11 13:30:00	407	3.661			
2011-02-11 13:40:00	627	3.762			
2011-02-11 13:50:00	884	3.901			
2011-02-11 14:00:00	1631	4.162			
2011-02-11 14:10:00	1503	4.406			
2011-02-11 14:20:00	855	4.542			
2011-02-11 14:30:00	526	4.626			
2011-02-11 14:40:00	374	4.687			
2011-02-11 14:50:00	575	4.779			
2011-02-11 15:00:00	351	4.835			
2011-02-11 15:10:00	223	4.87			
2011-02-11 15:20:00	123	4.891			
2011-02-11 15:30:00	142	4.913			
2011-02-11 15:40:00	114	4.931			
2011-02-11 15:50:00	74	4.945			
2011-02-11 16:00:00	85	4.958			
2011-02-11 16:10:00	98	4.974			
2011-02-11 16:20:00	57	4.983			
2011-02-11 16:30:00	11	4.985			
2011-02-11 16:40:00		4.985			
2011-02-11 16:50:00		4.985			
2011-02-11 17:00:00		4.985			
2011-02-11 17:10:00		4.985			
2011-02-11 17:20:00		4.985			
2011-02-12 08:10:00					
2011-02-12 08:20:00					
2011-02-12 08:30:00					
2011-02-12 08:40:00	37				
2011-02-12 08:50:00	81				
2011-02-12 09:00:00	107				
2011-02-12 09:10:00	285				
2011-02-12 09:20:00	737	0.201			
2011-02-12 09:30:00	1272	0.404			
2011-02-12 09:40:00	1566	0.655			
2011-02-12 09:50:00	1866	0.955			
2011-02-12 10:00:00	2130	1.296			
2011-02-12 10:10:00	2565	1.705			
2011-02-12 10:20:00	3581	2.277			
2011-02-12 10:30:00	3574	2.849			
2011-02-12 10:40:00	2907	3.315			
2011-02-12 10:50:00	3537	3.882			
2011-02-12 11:00:00	4394	4.586			
2011-02-12 11:10:00	3820	5.194			
2011-02-12 11:20:00	2680	5.628			
2011-02-12 11:30:00	4863	6.405			
2011-02-12 11:40:00	4922	7.19			
2011-02-12 11:50:00	4416	7.899			
2011-02-12 12:00:00	3182	8.407			
2011-02-12 12:10:00	3860	9.03			
2011-02-12 12:20:00	5187	9.861			
2011-02-12 12:30:00	5452	10.732			
2011-02-12 12:40:00	5367	11.59			
2011-02-12 12:50:00	4182	12.256			
2011-02-12 13:00:00	2644	12.681			
2011-02-12 13:10:00	3333	13.217			
2011-02-12 13:20:00	4037	13.862			
2011-02-12 13:30:00	2919	14.328			
2011-02-12 13:40:00	2756	14.771			
2011-02-12 13:50:00	3155	15.274			
2011-02-12 14:00:00	3294	15.798			
2011-02-12 14:10:00	3489	16.353			
2011-02-12 14:20:00	3543	16.921			
2011-02-12 14:30:00	3359	17.457			
2011-02-12 14:40:00	3263	17.978			
2011-02-12 14:50:00	2767	18.422			
2011-02-12 15:00:00	1422	18.647			
2011-02-12 15:10:00	1093	18.823			
2011-02-12 15:20:00	744	18.943			
2011-02-12 15:30:00	598	19.038			
2011-02-12 15:40:00	784	19.163			
2011-02-12 15:50:00	718	19.279			
2011-02-12 16:00:00	804	19.409			
2011-02-12 16:10:00	574	19.5			
2011-02-12 16:20:00	507	19.582			
2011-02-12 16:30:00	388	19.644			
2011-02-12 16:40:00	280	19.689			
2011-02-12 16:50:00	184	19.718			
2011-02-12 17:00:00	116	19.737			
2011-02-12 17:10:00	53	19.746			
2011-02-12 17:20:00	11	19.748			
2011-02-12 17:30:00		19.748			
2011-02-12 17:40:00		19.748			
2011-02-12 17:50:00		19.748			
2011-02-13 08:40:00					
2011-02-13 08:50:00					
2011-02-13 09:00:00	3				
2011-02-13 09:10:00	54				
2011-02-13 09:20:00	55				
2011-02-13 09:30:00	76				
2011-02-13 09:40:00	86				
2011-02-13 09:50:00	78				
2011-02-13 10:00:00	65				
2011-02-13 10:10:00	84				
2011-02-13 10:20:00	105				
2011-02-13 10:30:00	135				
2011-02-13 10:40:00	174				
2011-02-13 10:50:00	273	0.102			
2011-02-13 11:00:00	302	0.242			
2011-02-13 11:10:00	344	0.296			
2011-02-13 11:20:00	276	0.341			
2011-02-13 11:30:00	250	0.382			
2011-02-13 11:40:00	244	0.421			
2011-02-13 11:50:00	321	0.472			
2011-02-13 12:00:00	461	0.546			
2011-02-13 12:10:00	534	0.631			
2011-02-13 12:20:00	413	0.699			
2011-02-13 12:30:00	245	0.738			
2011-02-13 12:40:00	197	0.77			
2011-02-13 12:50:00	178	0.799			
2011-02-13 13:00:00	172	0.827			
2011-02-13 13:10:00	158	0.852			
2011-02-13 13:20:00	251	0.893			
2011-02-13 13:30:00	435	0.963			
2011-02-13 13:40:00	340	1.016			
2011-02-13 13:50:00	317	1.067			
2011-02-13 14:00:00	481	1.145			
2011-02-13 14:10:00	554	1.234			
2011-02-13 14:20:00	424	1.303			
2011-02-13 14:30:00	255	1.345			
2011-02-13 14:40:00	191	1.375			
2011-02-13 14:50:00	108	1.392			
2011-02-13 15:00:00	76	1.404			
2011-02-13 15:10:00	66	1.415			
2011-02-13 15:20:00	85	1.43			
2011-02-13 15:30:00	109	1.446			
2011-02-13 15:40:00	116	1.466			
2011-02-13 15:50:00	93	1.481			
2011-02-13 16:00:00	58	1.491			
2011-02-13 16:10:00	50	1.5			
2011-02-13 16:20:00	61	1.509			
2011-02-13 16:30:00	49	1.517			
2011-02-13 16:40:00	25	1.522			
2011-02-13 16:50:00		1.522			
2011-02-13 17:00:00		1.522			
2011-02-13 17:10:00		1.522			
2011-02-13 17:20:00		1.522			
2011-02-14 08:30:00					
2011-02-14 08:40:00					
2011-02-14 08:50:00					
2011-02-14 09:00:00					
2011-02-14 09:10:00	5				
2011-02-14 09:20:00	5				
2011-02-14 09:30:00	66				
2011-02-14 09:40:00	62				
2011-02-14 09:50:00	88				
2011-02-14 10:00:00	157				
2011-02-14 10:10:00	300				
2011-02-14 10:20:00	447				
2011-02-14 10:30:00	593	0.276			
2011-02-14 10:40:00	566	0.367			
2011-02-14 10:50:00	331	0.419			
2011-02-14 11:00:00	318	0.471			
2011-02-14 11:10:00	561	0.561			
2011-02-14 11:20:00	569	0.652			
2011-02-14 11:30:00	687	0.763			
2011-02-14 11:40:00	681	0.872			
2011-02-14 11:50:00	602	0.969			
2011-02-14 12:00:00	1027	1.134			
2011-02-14 12:10:00	987	1.29			
2011-02-14 12:20:00	557	1.38			
2011-02-14 12:30:00	499	1.46			
2011-02-14 12:40:00	293	1.507			
2011-02-14 12:50:00	244	1.546			
2011-02-14 13:00:00	253	1.588			
2011-02-14 13:10:00	249	1.627			
2011-02-14 13:20:00	267	1.671			
2011-02-14 13:30:00	289	1.717			
2011-02-14 13:40:00	417	1.784			
2011-02-14 13:50:00	427	1.853			
2011-02-14 14:00:00	366	1.911			
2011-02-14 14:10:00	260	1.953			
2011-02-14 14:20:00	218	1.988			
2011-02-14 14:30:00	259	2.03			
2011-02-14 14:40:00	306	2.079			
2011-02-14 14:50:00	237	2.117			
2011-02-14 15:00:00	227	2.154			
2011-02-14 15:10:00	175	2.182			
2011-02-14 15:20:00	150	2.206			
2011-02-14 15:30:00	141	2.229			
2011-02-14 15:40:00	123	2.249			
2011-02-14 15:50:00	85	2.262			
2011-02-14 16:00:00	55	2.272			
2011-02-14 16:10:00	44	2.278			
2011-02-14 16:20:00	35	2.284			
2011-02-14 16:30:00	30	2.289			
2011-02-14 16:40:00	33	2.295			
2011-02-14 16:50:00	12	2.297			
2011-02-14 17:00:00		2.297			
2011-02-14 17:10:00		2.297			
2011-02-14 17:20:00		2.297			
2011-02-14 17:30:00		2.297			
2011-02-15 08:50:00					
2011-02-15 09:00:00					
2011-02-15 09:10:00	17				
2011-02-15 09:20:00	58				
2011-02-15 09:30:00	165				
2011-02-15 09:40:00	197				
2011-02-15 09:50:00	113				
2011-02-15 10:00:00	52				
2011-02-15 10:10:00	73				
2011-02-15 10:20:00	158				
2011-02-15 10:30:00	232	0.12			
2011-02-15 10:40:00	215	0.141			
2011-02-15 10:50:00	231	0.164			
2011-02-15 11:00:00	267	0.188			
2011-02-15 11:10:00	290	0.334			
2011-02-15 11:20:00	240	0.372			
2011-02-15 11:30:00	351	0.428			
2011-02-15 11:40:00	365	0.487			
2011-02-15 11:50:00	425	0.555			
2011-02-15 12:00:00	470	0.63			
2011-02-15 12:10:00	370	0.69			
2011-02-15 12:20:00	350	0.745			
2011-02-15 12:30:00	333	0.798			
2011-02-15 12:40:00	425	0.867			
2011-02-15 12:50:00	712	0.981			
2011-02-15 13:00:00	708	1.095			
2011-02-15 13:10:00	914	1.241			
2011-02-15 13:20:00	643	1.344			
2011-02-15 13:30:00	444	1.415			
2011-02-15 13:40:00	289	1.461			
2011-02-15 13:50:00	273	1.505			
2011-02-15 14:00:00	321	1.556			
2011-02-15 14:10:00	304	1.606			
2011-02-15 14:20:00	292	1.653			
2011-02-15 14:30:00	214	1.687			
2011-02-15 14:40:00	233	1.725			
2011-02-15 14:50:00	208	1.758			
2011-02-15 15:00:00	160	1.783			
2011-02-15 15:10:00	124	1.804			
2011-02-15 15:20:00	197	1.836			
2011-02-15 15:30:00	325	1.888			
2011-02-15 15:40:00	208	1.921			
2011-02-15 15:50:00	56	1.93			
2011-02-15 16:00:00	35	1.936			
2011-02-15 16:10:00	44	1.943			
2011-02-15 16:20:00	39	1.95			
2011-02-15 16:30:00	38	1.956			
2011-02-15 16:40:00	32	1.961			
2011-02-15 16:50:00	14	1.963			
2011-02-15 17:00:00		1.963			
2011-02-15 17:10:00		1.963			
2011-02-15 17:20:00		1.963			
2011-02-15 17:30:00		1.963			
2011-02-16 08:40:00					
2011-02-16 08:50:00					
2011-02-16 09:00:00					
2011-02-16 09:10:00					
2011-02-16 09:20:00	6				
2011-02-16 09:30:00	84				
2011-02-16 09:40:00	101				
2011-02-16 09:50:00	82				
2011-02-16 10:00:00	119				
2011-02-16 10:10:00	156				
2011-02-16 10:20:00	143				
2011-02-16 10:30:00	211				
2011-02-16 10:40:00	227	0.111			
2011-02-16 10:50:00	321	0.138			
2011-02-16 11:00:00	290	0.28			
2011-02-16 11:10:00	275	0.325			
2011-02-16 11:20:00	437	0.394			
2011-02-16 11:30:00	467	0.469			
2011-02-16 11:40:00	393	0.533			
2011-02-16 11:50:00	557	0.622			
2011-02-16 12:00:00	726	0.739			
2011-02-16 12:10:00	698	0.851			
2011-02-16 12:20:00	568	0.942			
2011-02-16 12:30:00	451	1.014			
2011-02-16 12:40:00	451	1.086			
2011-02-16 12:50:00	275	1.131			
2011-02-16 13:00:00	295	1.179			
2011-02-16 13:10:00	273	1.223			
2011-02-16 13:20:00	373	1.281			
2011-02-16 13:30:00	402	1.347			
2011-02-16 13:40:00	484	1.424			
2011-02-16 13:50:00	587	1.518			
2011-02-16 14:00:00	581	1.611			
2011-02-16 14:10:00	423	1.68			
2011-02-16 14:20:00	519	1.763			
2011-02-16 14:30:00	403	1.829			
2011-02-16 14:40:00	347	1.884			
2011-02-16 14:50:00	170	1.912			
2011-02-16 15:00:00	121	1.931			
2011-02-16 15:10:00	149	1.955			
2011-02-16 15:20:00	164	1.982			
2011-02-16 15:30:00	164	2.009			
2011-02-16 15:40:00	132	2.03			
2011-02-16 15:50:00	120	2.05			
2011-02-16 16:00:00	105	2.067			
2011-02-16 16:10:00	74	2.079			
2011-02-16 16:20:00	69	2.09			
2011-02-16 16:30:00	55	2.1			
2011-02-16 16:40:00	35	2.105			
2011-02-16 16:50:00		2.105			
2011-02-16 17:00:00		2.105			
2011-02-16 17:10:00		2.105			
2011-02-16 17:20:00		2.105			
2011-02-16 17:30:00		2.105			
2011-02-17 09:10:00					
2011-02-17 09:20:00					
2011-02-17 09:30:00					
2011-02-17 09:40:00					
2011-02-17 09:50:00					
2011-02-17 10:00:00					
2011-02-17 10:10:00					
2011-02-17 10:20:00					
2011-02-17 10:30:00					
2011-02-17 10:40:00					
2011-02-17 10:50:00					
2011-02-17 11:00:00					
2011-02-17 11:10:00	11				
2011-02-17 11:20:00	54				
2011-02-17 11:30:00	56				
2011-02-17 11:40:00	55				
2011-02-17 11:50:00	53				
2011-02-17 12:00:00	50				
2011-02-17 12:10:00	51				
2011-02-17 12:20:00	54				
2011-02-17 12:30:00	56				
2011-02-17 12:40:00	54				
2011-02-17 12:50:00	57				
2011-02-17 13:00:00	54				
2011-02-17 13:10:00	58	0.107			
2011-02-17 13:20:00	56	0.117			
2011-02-17 13:30:00	46	0.124			
2011-02-17 13:40:00	37	0.131			
2011-02-17 13:50:00	40	0.137			
2011-02-17 14:00:00	37	0.143			
2011-02-17 14:10:00	37	0.149			
2011-02-17 14:20:00	54	0.158			
2011-02-17 14:30:00	56	0.167			
2011-02-17 14:40:00	56	0.177			
2011-02-17 14:50:00	55	0.185			
2011-02-17 15:00:00	49	0.193			
2011-02-17 15:10:00	58	0.203			
2011-02-17 15:20:00	50	0.211			
2011-02-17 15:30:00	43	0.218			
2011-02-17 15:40:00	1	0.218			
2011-02-17 15:50:00		0.218			
2011-02-17 16:00:00	1	0.218			
2011-02-17 16:10:00		0.218			
2011-02-17 16:20:00		0.218			
2011-02-17 16:30:00		0.218			
2011-02-17 16:40:00		0.218			
2011-02-17 16:50:00		0.218			
2011-02-18 08:50:00					
2011-02-18 09:00:00					
